CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
28.803.921/0001-01,Amar Casamentos Eireli,,Peruibe,117,,Juquehy,Sao Sebastiao,SP,11623-313,fernando.mozas@amarcasamentos.com.br,(11) 97392-0055,Serviços Empresariais,"Serviços de organização de feiras, congressos, exposições e festas",05/10/2017,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
02.742.583/0001-51,Fonte Grafica Editora Ltda,Fonte Grafica Editora,R 61,59,,Centro,Goiânia,GO,74465-539,fontegrafica@fontegrafica.com.br,(62) 3224-6840,Mídia e Entretenimento,Edição integrada à impressão de livros,28/11/1979,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
82.315.177/0001-41,Correntes Merini - Industria e Comercio de Correntes - Eireli,Correntes Merini,R Jacarezinho,857,,Merces,Curitiba,PR,80710-150,merini@correntesmerini.com.br,(41) 3335-1483,Fábricas e Indústrias,Fabricação de bijuterias e artefatos semelhantes,06/11/1990,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",5
18.793.669/0001-43,Melo Lima Comercio de Roupas e Acessorios Ltda,Dress To,Monsenhor Angelo Sampaio,100,Loja 113,Centro,Petrolina,PE,56304-920,franqueado.petrolina@dressto.com.br,(87) 98831-4698,Moda e Indústria Têxtil,Comércio varejista de artigos do vestuário e acessórios,02/09/2013,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
18.252.730/0001-45,Renove Contabilidade Ltda,Renove Contabilidade,Q 203 Norte Alameda Central,SN,Lote 09 Edif Sofia,Plano Diretor Norte,Palmas,TO,77006-894,contato@renovecontabilidade.com.br,,Serviços Empresariais,Atividades de contabilidade,05/06/2013,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
02.021.076/0001-29,Labor Tres Laboratorios e Consultoria Tecnica Ltda.,,Av Damasceno Vieira,542,,Vila Paulista,São Paulo,SP,04363-040,claudiamalotti@labor3.com.br,(11) 5678-2333,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,15/07/1997,Demais,Não optante,Sociedade Simples Limitada,"R$ 180000,00",11-50
02.680.816/0001-39,Zelos Corretora de Seguros Ltda,,R Ottokar Doerffel,899,,Anita Garibaldi,Joinville,SC,89203-307,zelos@zelos.com.br,(47) 3438-6553,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",03/08/1998,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
22.786.843/0001-06,Cetus Grafica e Editora Ltda,Grafica Cetus,R Vereador Carlos Canedo,34,,Pedro do Rio,Petrópolis,RJ,25750-170,contato@graficacetus.com.br,(24) 2223-2039,Mídia e Entretenimento,"Serviços de acabamentos gráficos, exceto encadernação e plastificação",06/07/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
16.971.364/0001-59,Energy Nutrition Ltda,Energy Nutrition,Joao Ribeiro Lima,164,Loja 03 e 04,Centro,Arapiraca,AL,57300-300,flavia@energynutrition.com.br,(82) 98145-5959,Alimentos e Bebidas,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios ,05/10/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 90000,00",
54.803.887/0001-85,Disk Festa Assessoria e Organizacao de Eventos Ltda,,Av Nova Cantareira,3416,Apt 32,Tucuruvi,São Paulo,SP,02340-001,contato@diskfesta.com.br,(11) 2291-8960,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",09/08/1985,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
68.959.436/0001-46,Kiwy Baby Enxovais Ltda,,R Paulo Eiro,213,,Santo Amaro,São Paulo,SP,04752-010,contato@lojabebealegre.com.br,(11) 5548-3916,Moda e Indústria Têxtil,Comércio varejista de artigos do vestuário e acessórios,15/10/1992,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 96000,00",
21.963.582/0001-81,Sabel Administracao Participacoes e Servicos Ltda,,R Rui de Souza,1700,,Centro,Confins,MG,33500-000,reservas@hotelfazendaconfins.com.br,(31) 3495-3633,Construção Civil,Gestão e administração da propriedade imobiliária,22/04/1986,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 2600000,00",
37.540.716/0001-91,Money Securitizadora de Creditos Financeiros S.a.,,Nove de Julho,3741,Sala 02,Jardim Paulista,São Paulo,SP,01407-100,carlos.prevelato@grupomoneyfs.com.br,(11) 3262-5327,Economia e Finanças,Securitização de créditos,26/06/2020,Demais,Não optante,Sociedade Anônima Fechada,"R$ 10000,00",
08.952.446/0001-28,Montservice Montagens e Servicos Industriais Ltda.,,V Antonio Sarti,1801,,Distrito Industrial Maria Lucia Biagi Americano,Sertãozinho,SP,14175-350,rh@montservice.com.br,(16) 3511-0000,Construção Civil,Obras de montagem industrial,18/07/2007,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1020000,00",
23.684.451/0001-90,Exclusive Bike Shop Ltda,Exclusive Bike Shop Ltda,Getulio Dorneles Vargas - N,1777 N,Sala 02,Centro,Chapeco,SC,89805-000,nava@exclusivebikeshop.com.br,(49) 99924-8921,Varejo,Comércio varejista de artigos esportivos,17/11/2015,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 132500,00",
35.513.048/0001-88,Auto Posto Igararece Ltda,,Doutor Manoel Hipolito do Rego,2501,,Praia do Arrastao,Sao Sebastiao,SP,11605-136,marcos@marinaigararece.com.br,(12) 3862-1555,Varejo,Comércio varejista de combustíveis para veículos automotores,14/11/2019,Demais,Não optante,Sociedade Empresária Limitada,"R$ 400000,00",
03.323.652/0001-55,Krieg da Fonseca Advogados,,Al Coelho Neto,125,,Boa Vista,Porto Alegre,RS,91340-340,kfonseca@kfonseca.com.br,(51) 3012-2477,Serviços Empresariais,Serviços advocatícios,02/08/1999,Demais,Excluído,Sociedade Simples Pura,"R$ 10000,00",
10.414.281/0001-82,Escritorio Solucao Contabilidade Ltda -,Solucao Contabilidade,Av Orlando Mascarenhas Pereira,1815,,Jardim Brandini,Aparecida do Taboado,MS,79570-000,registro@ecomms.net.br,,Serviços Empresariais,Atividades de contabilidade,17/10/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
36.748.888/0001-92,Greguss Container Lanchonete Ltda,Greguss Container,Felizarda Firmino de Andrade,36,,Vila das Palmeiras,Guarulhos,SP,07112-010,diego@gregusscontainer.com.br,(11) 3147-3094,Varejo,"Lanchonetes, casas de chá, de sucos e similares",23/03/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
62.559.695/0001-01,Breda's Informatica Ltda,,Av Pedro de Toledo,120,,Palmital,Marília,SP,17509-020,milton@bredas.com.br,(14) 3413-3244,Informática,Desenvolvimento de programas de computador sob encomenda,21/03/1990,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
34.046.533/0001-26,Ibr Safe - Solucoes Integradas de Protecao Passiva - Eireli,Ibr Safe Protecao Passiva,das Americas,00700,Blc 1 Sal 331,Barra da Tijuca,Rio de Janeiro,RJ,22640-100,contato@ibrsafe.com.br,(21) 3942-7233,Construção Civil,Instalações de sistema de prevenção contra incêndio,08/04/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
87.516.910/0001-00,Instituto Laura Vicuna,,R Domingos de Almeida,3388,,,Uruguaiana,RS,97500-004,ilv@ilv.com.br,(55) 3412-4157,Educação,Ensino médio,22/06/1971,Demais,Não optante,Associação Privada,,
90.451.477/0001-86,Ajex Servicos Funerarios Ltda,Funeraria Zona Sul,Olegario Dias Maciel,05,,Espirito Santo,Porto Alegre,RS,91770-600,funerariazonasul@grupomathias.com.br,(51) 3339-6301,Serviços ao Consumidor,Serviços de funerárias,01/10/1985,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 180000,00",
14.450.126/0001-72,Mata Campos & Cia Ltda,Casa Campos,Antonio Carlos Magalhaes,738,,Jardim Ouro Branco,Barreiras,BA,47802-147,financeiro@casacampos.com,(77) 3612-9900,Materiais de Construção,Comércio varejista de materiais de construção ,11/11/1977,Demais,Não optante,Sociedade Empresária Limitada,"R$ 900000,00",
11.268.895/0001-66,Ongate Estrategias Online Ltda,,Flores da Cunha,2205,Sala 401,Centro,Caxias do Sul,RS,95020-320,diego@ongate.com.br,(54) 3419-2208,Informática,"Portais, provedores de conteúdo e outros serviços de informação na Internet",27/10/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
07.005.017/0001-80,Thiago Schvager Rovatti Pedras,,Av Independencia,1830,,Vila Pagano,Valinhos,SP,13277-000,contato@thiagopedras.com.br,(19) 3849-0755,Varejo,Comércio varejista de materiais de construção ,14/09/2004,Micro empresa,Optante,Empresário Individual,,
13.423.783/0001-68,Gs3 Distribuidora de Pecas e Acessorios Automotivo Ltda,Gs3 Pneus,Q 103 Sul Avenida Lo 1,SN,Lote 49,Plano Diretor Sul,Palmas,TO,77015-028,gilberto@gs3distribuidora.com.br,,Veículos e Auto Peças,Comércio a varejo de pneumáticos e câmaras-de-ar,25/03/2011,Demais,Excluído,Sociedade Empresária Limitada,"R$ 1500000,00",
08.838.034/0001-61,Ems Comercio Importacao e Exportacao Ltda,Horus Energy,R Marechal Floriano Peixoto,162,Sala 04,Pontilhao,Barbacena,MG,36202-344,contato@horusenergy.com.br,(32) 3693-8310,Importadoras e Exportadoras,Comércio varejista de material elétrico,11/05/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
04.107.908/0001-50,D & B Deobeth Assessoria e Corretagem de Seguros S/s Ltda,D & B Assessoria e Corretagem de Seguros S/s Ltda,R Candido Mendes,374,B,Central,Macapá,AP,68905-670,db@db1.net.br,(96) 3225-3750,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",24/10/2000,Empresa de pequeno porte,Optante,Sociedade Simples Limitada,,
17.222.678/0001-11,Auxilio Contabil Ltda,Auxilio Contabil,Q 403 Sul Avenida Lo 9,SN,Lote 07-a Sala 12,Plano Diretor Sul,Palmas,TO,77015-594,eduardo@auxiliocontabil.com.br,,Contabilidade,Atividades de contabilidade,23/11/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
52.722.048/0001-07,Escapamentos Joao Teclis Industria e Comercio Ltda,Escapamentos Joao Teclis,R Silvio Vieira Coelho,644,,Vila Cortellazi,Birigui,SP,16200-205,comercial@ejt.com.br,(18) 3641-1120,Fábricas e Indústrias,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",13/07/1983,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
31.981.407/0001-70,Mais Solucoes Tecnologia Ltda,,Isolina,00471,Apt 503,Lins de Vasconcelos,Rio de Janeiro,RJ,20710-070,financeiro@grupomaissolucoes.com.br,(21) 4104-8823,Serviços Empresariais,Atividades de monitoramento de sistemas de segurança eletrônico,09/11/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
04.011.191/0001-48,Abc Clean Service Lavanderia Ltda,,R Amazonas,909,,Centro,São Caetano do Sul,SP,09520-070,contato@personalelavanderia.com.br,(11) 4224-1600,Serviços ao Consumidor,Lavanderias,16/08/2000,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
87.606.372/0001-44,Andreetta & Cia Ltda,,Linha Sao Braz,S/n,,Distrito de Passo Fundo,Passo Fundo,RS,99050-970,andreetta@andreetta.com.br,(54) 2106-0016,Agronegócios,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,03/08/1972,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2592000,00",
02.594.636/0001-34,Imsb Industria de Maquinas e Equipamentos Ltda.,,R Agnese Morbini,380,,Pomarosa,Bento Gonçalves,RS,95700-404,imsb@imsb.com.br,(54) 3455-7200,Química,"Fabricação de máquinas e equipamentos para uso industrial específico , peças e acessórios",16/06/1998,Demais,Não optante,Sociedade Empresária Limitada,"R$ 8700000,00",120
31.367.312/0001-61,Alcantara & Alcantara Corretora de Seguros Ltda,Alcantara Seguros,Augusto Marques,1747,Sala 06 Terreo,Centro,Franca,SP,14400-480,luizclaudio@viafrancaseguros.com.br,(16) 3707-0104,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",29/08/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
60.461.449/0001-89,Farma Formulas de Botucatu Ltda,Farma Formulas,R Doutor Gurgel,296,,Centro,Presidente Prudente,SP,19010-020,douglas@farmaformulas.far.br,(18) 3222-8551,Medicina e Saúde,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",05/05/1989,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 40000,00",
31.009.644/0001-74,Mosaic Potassio Mineracao Ltda,,Se 206,S/n,Km 10,Campo de Santa Barbara,Rosario do Catete,SE,49760-000,impostos.csc@mosaicco.com,(34) 3352-2122,Agronegócios,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",24/07/2018,Demais,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
07.996.463/0001-02,Athena Software Ltda,Athena Software,R Marcilio Dias,517,,Jardim Nova Ipanema,Três Lagoas,MS,79620-250,athena@athenasoftware.com.br,(67) 3221-3140,Informática,Desenvolvimento de programas de computador sob encomenda,16/05/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 80000,00",
32.298.454/0001-87,Realty Ii Empreendimentos Spe Ltda,Realty Ii Empreendimentos,Prestes Maia,241,Andar 24 Conj 2402 Sala 03,Centro,São Paulo,SP,01031-001,realty2@poplife.com.br,(11) 2671-3881,Construção Civil,Incorporação de empreendimentos imobiliários,20/12/2018,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
04.286.673/0001-00,Dime Distribuidora Comercio Importacao e Exportacao Ltda,Dime Distribuidora,Av de Santa Cruz,10245,,Santissimo,Rio de Janeiro,RJ,23010-175,recepcao@dimedistribuidora.com.br,(21) 3541-2400,Importadoras e Exportadoras,Comércio atacadista de materiais de construção em geral,09/02/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000000,00",180
26.281.971/0001-40,Montec Locacao e Manutencao Industrial Ltda,Montec Locacao e Manutencao Industrial,dos Jacarandas,618,Quadra122 Lote 1-b,Jardim Jacarandas,Sinop,MT,78557-727,pessoal@montecmontagem.com.br,(66) 3515-6675,Fábricas e Indústrias,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",03/10/2016,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 120000,00",
36.065.059/0001-05,Topcontal Consultoria Contabil Ltda,Topcontal Contabilidade e Consultoria Fiscal,Sinesio Guimaraes,301,Terreosala 05,Torre,Joao Pessoa,PB,58040-400,contato@topcontal.com.br,(83) 3506-9533,Contabilidade,Atividades de contabilidade,20/01/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
95.427.001/0001-23,Vanderli Gai & Cia Ltda,Gai Comercio de Areia e Pedras,R Del Bruno de Almeida,5581,,Cachimba,Curitiba,PR,81310-415,vendas@gai.com.br,(41) 3265-6919,Decoração,Comércio varejista de outros produtos ,14/01/1993,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 200000,00",
05.975.972/0001-15,Montek Montagem de Moveis Ltda,Montek,R Elfrida Carvalho Soares,12,Conj 01,Jd Veloso,Osasco,SP,06150-002,eduardo@montekmontagem.com.br,(11) 3591-7318,Varejo,Comércio varejista de equipamentos para escritório,16/09/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 90000,00",
03.224.570/0001-53,Ceva Saude Animal Ltda,,R Manoel Joaquim Filho,303,Andar 1,Santa Teresinha,Paulínia,SP,13140-000,transmuneemfoco@cevabrasil.com.br,(19) 3833-7708,Química,Fabricação de medicamentos para uso veterinário,14/06/1999,Demais,Não optante,Sociedade Empresária Limitada,"R$ 22360575,00",
04.022.472/0001-04,Ema Brasil Comercio de Maquinas Eireli,Ema Brasil,R Santa Fe,SN,Quadra11 Lote 7 Sala 5,Vila Alzira,Aparecida de Goiânia,GO,74913-450,mateus@emabrasil.com.br,(62) 3283-7063,Máquinas e Equipamentos,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",21/08/2000,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 700000,00",
05.925.313/0001-74,Mape Veiculos Ltda,Mape,Miguel Blasi,51,Sala 1501,Centro,Londrina,PR,86010-070,atendimento@mape.net.br,(43) 3371-1400,Serviços Empresariais,Locação de automóveis sem condutor,03/10/2003,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 400000,00",
24.806.175/0001-59,Armazetech Representacoes Eireli,Armazetech,Oscar Trompowsky,1036,Apt 101,Gutierrez,Belo Horizonte,MG,30441-123,pedro.lopes@armazetech.com.br,(31) 99458-1404,Varejo,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,16/05/2016,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
06.026.635/0001-44,C&s Projetos e Mercado Ltda,,Jose do Patrocinio,176,Sala F,Jardim Brasil,Campinas,SP,13073-020,carolina@csprojetos.com,(19) 3326-1120,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",26/09/2003,Demais,Não optante,Sociedade Simples Limitada,"R$ 1000,00",
07.239.369/0001-09,Lvc Ind. e Com. de Produtos de Metal Ltda,,Av Europa,1447,,Parque Residencial Joaquim Toledo Piza,Londrina,PR,86041-000,clipsnew@clipsnew.com.br,(43) 3343-3205,Metalúrgica e Mecânica,Fabricação de outros produtos de metal ,18/02/2005,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
08.186.513/0001-40,Tecflex Comercio e Servicos de Eletro-eletronicos Ltda,Expectron,Fulvio Vieira da Rosa,42,Loja 01,Barreiros,Sao Jose,SC,88117-750,seila@expectron.com.br,(48) 3024-1919,Varejo,Comércio varejista de material elétrico,31/07/2006,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
07.693.232/0001-11,Megaminas Alimentos Comercio e Distribuicao Ltda,,Br-040 Km 688,S/n,"Pavlh: 03; Loja: 09,10,11,12,12/a;",Kennedy,Contagem,MG,32145-900,contabilidade@megaminasalimentos.com.br,(31) 2127-7500,Alimentos e Bebidas,Comércio atacadista de produtos alimentícios em geral,18/11/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2000000,00",
57.385.833/0001-35,Coinfo Informatica Ltda,,R Sessenta,830,Gleba 02,Fazenda Vitoria,São Lourenço da Serra,SP,06890-000,coinfo@coinfo.com.br,(11) 3742-0756,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,02/05/1988,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 2000,00",
11.567.395/0001-25,Megamund Marketing Promocional Ltda,Megamund Marketing,R Dona Brasilia,362,,Jardim Alvorada,Almirante Tamandaré,PR,83505-200,atendimento@crcmega.com.br,,Serviços Empresariais,"Serviços de organização de feiras, congressos, exposições e festas",08/02/2010,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 3000,00",
40.542.805/0001-81,Creche Escola Ferreira Santos Ltda,Creche Escola Arco Iris,R Quaresmeiras Vermelhas,204,Terreo,Jardim das Margaridas,Salvador,BA,41502-305,administrativo@crechescolacea.com.br,(71) 3014-6482,Educação,Educação infantil - creche,19/08/1991,Demais,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
02.994.696/0001-44,Prolabor Desenvolvimento Imobiliario Ltda.,,Av Lavandisca,465,Andar 1 Sala 14,Indianopolis,São Paulo,SP,04515-010,lineu@plabor.com.br,,Construção Civil,Incorporação de empreendimentos imobiliários,11/02/1999,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
59.716.480/0001-34,Tooltec Injecoes Plasticas Ltda,Tooltec Injecoes Plasticas,R Chile,280,,Vila Santa Luzia,São Bernardo do Campo,SP,09667-000,site@plastutti.com.br,(11) 4361-1986,Fábricas e Indústrias,Fabricação de artefatos de material plástico para outros usos ,18/11/1988,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
17.512.540/0001-57,Mercado Vila Nova Ltda,Mercado Vila Nova,R Egidio Thome,1569,,Jardim Cangalha,Três Lagoas,MS,79604-170,faturamento@mercadovilanova.com.br,,Varejo,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",28/01/2013,Empresa de pequeno porte,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
02.225.643/0001-69,Vjsa Administradora de Condominios Ltda,,R Uruguai,155,Andar Conj.608,Centro,Porto Alegre,RS,90010-140,claudiomiro@vjsa.com.br,(51) 3042-8802,Imobiliárias,Corretagem na compra e venda e avaliação de imóveis,11/11/1997,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
14.636.930/0001-40,Hotel St Louis Ltda.,Pousada e Lanchonete Sao Luiz,Av 22 de Abril,329,,Centro,Porto Seguro,BA,45810-000,contato@pousadasaoluiz.com.br,(73) 3288-2238,Viagem e Turismo,Hotéis,18/05/1981,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 9000,00",
04.905.622/0001-10,Sergio Camurca Barbosa,Look Informatica,Av Tiradentes,201,3 And Ap 302,Jd Sao Paulo,Guarulhos,SP,07090-000,contato@fluocomunicacao.com.br,(11) 3075-2856,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,14/01/2002,Micro empresa,Optante,Empresário Individual,,
08.820.120/0001-47,Hjc Meinberg Fomento Mercantil Ltda,,R Pedroso Alvarenga,900,Edif Lugano Conj 41,Itaim Bibi,São Paulo,SP,04531-003,contato@minvestimentos.com.br,(11) 3073-0706,Serviços Financeiros,Sociedades de fomento mercantil - factoring,18/04/2007,Demais,Não optante,Sociedade Empresária Limitada,"R$ 616000,00",
16.941.799/0001-50,Vidal Logistica e Transportes Ltda,Vidal Logistica e Transportes,Ademir de Jesus Ribeiro,4743,,Jardim Rui Barbosa,Rondonopolis,MT,78750-435,recursoshumanos@transvidal.com.br,(54) 3522-7738,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",21/09/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
36.666.502/0001-01,Felipe Paes de Oliveira Servicos de Informatica Ltda,,Gilo Guedes,170,Sala 001 Cxpst 09,Santo Antonio,Campina Grande,PB,58406-000,fpo@felipeweb.dev,(11) 99993-0997,Educação,Treinamento em informática,13/03/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
29.686.200/0001-21,R10 Solucoes em Manutencao e Reformas Ltda,R10 Reforma,do Reseda,136,,Jardim Primavera,Maua,SP,09361-300,roni@r10reformas.com.br,(11) 4541-3563,Materiais de Construção,Comércio varejista de materiais de construção em geral,15/02/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 45000,00",
17.897.598/0001-66,Inergiae Conversores Estaticos Ltda,,Lauro Linhares,2123,Edif Com. Center Trindade Torre A Sala 201,Trindade,Florianopolis,SC,88036-003,odair.jc@inergiae.com.br,(48) 3024-1906,Fábricas e Indústrias,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",05/04/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
13.264.695/0001-60,Inplex Industria e Comercio de Equipamentos Industriais Ltda,Inplex,R 6 Sul,399,Portao B,Centro Administrativo,Teutônia,RS,95890-000,contato@a9projetos.com.br,,Fábricas e Indústrias,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",03/02/2011,Demais,Optante,Sociedade Empresária Limitada,"R$ 120000,00",
05.589.686/0001-11,Castanheira Moveis Ltda,,R dos Metais,192,,Distrito Industrial,Canela,RS,95680-000,castanheira@castanheiramoveis.com.br,(54) 3282-7569,Fábricas e Indústrias,Fabricação de móveis com predominância de madeira,20/03/2003,Micro empresa,Optante,Sociedade Empresária Limitada,,12
14.338.694/0001-86,Olabi Inovacao e Tecnologia Eireli,Irmas Agustini Bololo Producoes,General Severiano,100,Apt 304,Botafogo,Rio de Janeiro,RJ,22290-040,gabi@olabi.co,(21) 99919-3884,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,29/08/2011,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
18.124.532/0001-04,Inset Rio Dedetizadora & Conservadora Ltda - Me,,R Maia Lacerda,327,,Estacio,Rio de Janeiro,RJ,20250-030,insetrio@insetrio.com.br,,Construção Civil,Imunização e controle de pragas urbanas,14/08/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
13.790.002/0001-73,Lazo Industria e Comercio de Cosmeticos e Saneantes Ltda,Lazo,Av Queira Deus,S/N,Galpao19 Numero 895/915,Portao,Lauro de Freitas,BA,42700-000,monique@lazocosmeticos.com.br,(71) 3287-1229,Fábricas e Indústrias,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",10/06/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
00.809.882/0001-30,Improquality Planej Trein.e Consult.da Qualidade Ltda,,R do Ouro,SN,07b,Monte Gordo,Camaçari,BA,42820-000,improquality@improquality.com.br,,Contabilidade,Atividades de consultoria e auditoria contábil e tributária,14/09/1995,Micro empresa,Não optante,Sociedade Empresária Limitada,,
55.216.915/0001-20,Genesis Casa de Repouso Ltda,,R Ponta Pora,618,,Alto da Lapa,São Paulo,SP,05058-000,contato@genesiscasaderepouso.com.br,(11) 3836-9813,Medicina e Saúde,Atividades de profissionais da área de saúde ,22/11/1985,Micro empresa,Optante,Sociedade Simples Limitada,,
19.597.344/0001-58,Plano de Saude Santa Casa Ssp Ltda,Plano de Saude Santa Casa Ssp,Com Joao Pio de Figueiredo Westin,92,Letra: D;,Mocoquinha,Sao Sebastiao do Paraiso,MG,37950-000,contador@santacasassp.com.br,(35) 3539-1300,Medicina e Saúde,Planos de saúde,27/01/2014,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1500000,00",
79.213.112/0001-80,Attack do Brasil Industria e Comercio de Aparelhos de Som Ltda,Attack do Brasil Ind e Com,Av Ayrton Senna da Silva,400,,Parque Industrial Zona Oeste,Apucarana,PR,86803-570,attack@attack.com.br,(43) 3423-0100,Fábricas e Indústrias,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",21/05/1986,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,25
78.972.742/0001-76,Giacomo Arquitetura Ltda,Giacomo Arquitetura,Av Higienopolis,1.100,"11 Andar, Sala 111",Centro,Londrina,PR,86020-911,giacomo@giacomoarquitetura.com.br,(43) 3324-2256,Construção Civil,Serviços de arquitetura,12/01/1987,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,,
